cardName,cardNumber,cardRarity,cardSubType,cleanName,finishType,marketPrice,setEra,setName,source_file,stage,supertype,patternType,tagName,isLegendary,isMythical,isStarter,isEeveelution,isMascot,isWaifuTrainer
Carbink - 117/217 (Love Ball),117/217,Uncommon,Fighting,Carbink - 117/217 (Love Ball),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Carbink - 117/217 (Love Ball),False,False,False,False,False,False
Rolycoly (Dusk Ball),118/217,Common,Fighting,Rolycoly (Dusk Ball),Reverse Holofoil,0.16,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Rolycoly (Dusk Ball),False,False,False,False,False,False
Carkol (Dusk Ball),119/217,Common,Fighting,Carkol (Dusk Ball),Reverse Holofoil,0.14,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Carkol (Dusk Ball),False,False,False,False,False,False
Coalossal (Dusk Ball),120/217,Rare,Fighting,Coalossal (Dusk Ball),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Coalossal (Dusk Ball),False,False,False,False,False,False
Okidogi (Friend Ball),122/217,Rare,Fighting,Okidogi (Friend Ball),Reverse Holofoil,0.14,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Okidogi (Friend Ball),False,False,False,False,False,False
Gastly (Dusk Ball),123/217,Common,Darkness,Gastly (Dusk Ball),Reverse Holofoil,0.33,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Gastly (Dusk Ball),False,False,False,False,False,False
Haunter (Dusk Ball),124/217,Uncommon,Darkness,Haunter (Dusk Ball),Reverse Holofoil,0.35,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Haunter (Dusk Ball),False,False,False,False,False,False
Team Rocket's Murkrow (Team Rocket),126/217,Common,Darkness,Murkrow (Team Rocket),Reverse Holofoil,0.84,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Murkrow (Team Rocket),False,False,False,False,False,False
Team Rocket's Honchkrow (Team Rocket),127/217,Rare,Darkness,Honchkrow (Team Rocket),Reverse Holofoil,3.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Honchkrow (Team Rocket),False,False,False,False,False,False
Poochyena (Dusk Ball),128/217,Common,Darkness,Poochyena (Dusk Ball),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Poochyena (Dusk Ball),False,False,False,False,False,False
Mightyena - 129/217 (Dusk Ball),129/217,Uncommon,Darkness,Mightyena - 129/217 (Dusk Ball),Reverse Holofoil,0.3,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Mightyena - 129/217 (Dusk Ball),False,False,False,False,False,False
Galarian Zigzagoon (Dusk Ball),130/217,Common,Darkness,Galarian Zigzagoon (Dusk Ball),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Galarian Zigzagoon (Dusk Ball),False,False,False,False,False,False
Galarian Linoone (Dusk Ball),131/217,Common,Darkness,Galarian Linoone (Dusk Ball),Reverse Holofoil,0.26,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Galarian Linoone (Dusk Ball),False,False,False,False,False,False
Galarian Obstagoon - 132/217 (Dusk Ball),132/217,Uncommon,Darkness,Galarian Obstagoon - 132/217 (Dusk Ball),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Galarian Obstagoon - 132/217 (Dusk Ball),False,False,False,False,False,False
Cynthia's Spiritomb - 133/217 (Poke Ball),133/217,Uncommon,Darkness,Spiritomb - 133/217 (Poke Ball),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Spiritomb - 133/217 (Poke Ball),False,False,False,False,False,False
Scraggy (Quick Ball),134/217,Common,Darkness,Scraggy (Quick Ball),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Scraggy (Quick Ball),False,False,False,False,False,False
N's Zorua (Poke Ball),136/217,Common,Darkness,Zorua (Poke Ball),Reverse Holofoil,0.66,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Zorua (Poke Ball),False,False,False,False,False,False
Vullaby (Dusk Ball),138/217,Common,Darkness,Vullaby (Dusk Ball),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Vullaby (Dusk Ball),False,False,False,False,False,False
Pangoro (Love Ball),140/217,Uncommon,Darkness,Pangoro (Love Ball),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Pangoro (Love Ball),False,False,False,False,False,False
Hoopa (Poke Ball),141/217,Rare,Darkness,Hoopa (Poke Ball),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Hoopa (Poke Ball),False,False,False,False,False,False
Pecharunt (Poke Ball),143/217,Rare,Darkness,Pecharunt (Poke Ball),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Pecharunt (Poke Ball),False,False,False,False,False,False
Mawile - 144/217 (Dusk Ball),144/217,Uncommon,Metal,Mawile - 144/217 (Dusk Ball),Reverse Holofoil,0.14,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Mawile - 144/217 (Dusk Ball),False,False,False,False,False,False
Pawniard (Quick Ball),146/217,Common,Metal,Pawniard (Quick Ball),Reverse Holofoil,0.15,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Pawniard (Quick Ball),False,False,False,False,False,False
Bisharp (Quick Ball),147/217,Common,Metal,Bisharp (Quick Ball),Reverse Holofoil,0.15,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Bisharp (Quick Ball),False,False,False,False,False,False
Kingambit (Quick Ball),148/217,Rare,Metal,Kingambit (Quick Ball),Reverse Holofoil,0.2,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Kingambit (Quick Ball),False,False,False,False,False,False
Dratini (Love Ball),150/217,Common,Dragon,Dratini (Love Ball),Reverse Holofoil,0.34,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Dratini (Love Ball),False,False,False,False,False,False
Dragonair (Love Ball),151/217,Uncommon,Dragon,Dragonair (Love Ball),Reverse Holofoil,0.3,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Dragonair (Love Ball),False,False,False,False,False,False
Rayquaza (Friend Ball),153/217,Rare,Dragon,Rayquaza (Friend Ball),Reverse Holofoil,0.34,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Rayquaza (Friend Ball),False,False,False,False,False,False
N's Reshiram (Poke Ball),154/217,Rare,Dragon,Reshiram (Poke Ball),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Reshiram (Poke Ball),False,False,False,False,False,False
N's Zekrom (Poke Ball),155/217,Rare,Dragon,Zekrom (Poke Ball),Reverse Holofoil,0.49,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Zekrom (Poke Ball),False,False,False,False,False,False
Noibat (Friend Ball),156/217,Common,Dragon,Noibat (Friend Ball),Reverse Holofoil,0.15,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Noibat (Friend Ball),False,False,False,False,False,False
Noivern (Friend Ball),157/217,Uncommon,Dragon,Noivern (Friend Ball),Reverse Holofoil,0.16,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Noivern (Friend Ball),False,False,False,False,False,False
Dreepy - 158/217 (Quick Ball),158/217,Common,Dragon,Dreepy - 158/217 (Quick Ball),Reverse Holofoil,0.3,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Dreepy - 158/217 (Quick Ball),False,False,False,False,False,False
Drakloak - 159/217 (Quick Ball),159/217,Common,Dragon,Drakloak - 159/217 (Quick Ball),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Drakloak - 159/217 (Quick Ball),False,False,False,False,False,False
Team Rocket's Meowth (Team Rocket),161/217,Common,Colorless,Meowth (Team Rocket),Reverse Holofoil,0.26,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Meowth (Team Rocket),False,False,False,False,False,False
Larry's Dunsparce (Poke Ball),163/217,Common,Colorless,Dunsparce (Poke Ball),Reverse Holofoil,0.17,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Dunsparce (Poke Ball),False,False,False,False,False,False
Skitty (Love Ball),165/217,Common,Colorless,Skitty (Love Ball),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Skitty (Love Ball),False,False,False,False,False,False
Delcatty (Love Ball),166/217,Uncommon,Colorless,Delcatty (Love Ball),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Delcatty (Love Ball),False,False,False,False,False,False
Larry's Starly (Poke Ball),168/217,Common,Colorless,Starly (Poke Ball),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Starly (Poke Ball),False,False,False,False,False,False
Larry's Staravia (Poke Ball),169/217,Uncommon,Colorless,Staravia (Poke Ball),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Staravia (Poke Ball),False,False,False,False,False,False
Larry's Staraptor - 170/217 (Poke Ball),170/217,Rare,Colorless,Staraptor - 170/217 (Poke Ball),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Staraptor - 170/217 (Poke Ball),False,False,False,False,False,False
Fan Rotom - 171/217 (Dusk Ball),171/217,Common,Colorless,Fan Rotom - 171/217 (Dusk Ball),Reverse Holofoil,0.14,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Fan Rotom - 171/217 (Dusk Ball),False,False,False,False,False,False
Larry's Rufflet (Poke Ball),173/217,Common,Colorless,Rufflet (Poke Ball),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Rufflet (Poke Ball),False,False,False,False,False,False
Larry's Braviary (Poke Ball),174/217,Uncommon,Colorless,Braviary (Poke Ball),Reverse Holofoil,0.13,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Braviary (Poke Ball),False,False,False,False,False,False
Larry's Komala (Poke Ball),175/217,Common,Colorless,Komala (Poke Ball),Reverse Holofoil,0.17,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Komala (Poke Ball),False,False,False,False,False,False
Drampa (Friend Ball),176/217,Uncommon,Colorless,Drampa (Friend Ball),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Drampa (Friend Ball),False,False,False,False,False,False
Hop's Cramorant (Poke Ball),177/217,Uncommon,Colorless,Cramorant (Poke Ball),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Cramorant (Poke Ball),False,False,False,False,False,False
Terapagos (Love Ball),178/217,Rare,Colorless,Terapagos (Love Ball),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Terapagos (Love Ball),False,False,False,False,False,False
Erika's Oddish (Energy Symbol Pattern),001/217,Common,Grass,Oddish (Energy Symbol Pattern),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Oddish (Energy Symbol Pattern),False,False,False,False,False,False
Erika's Gloom (Energy Symbol Pattern),002/217,Uncommon,Grass,Gloom (Energy Symbol Pattern),Reverse Holofoil,0.2,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Gloom (Energy Symbol Pattern),False,False,False,False,False,False
Erika's Bellsprout (Energy Symbol Pattern),004/217,Common,Grass,Bellsprout (Energy Symbol Pattern),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Bellsprout (Energy Symbol Pattern),False,False,False,False,False,False
Erika's Weepinbell (Energy Symbol Pattern),005/217,Uncommon,Grass,Weepinbell (Energy Symbol Pattern),Reverse Holofoil,0.52,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Weepinbell (Energy Symbol Pattern),False,False,False,False,False,False
Erika's Victreebel (Energy Symbol Pattern),006/217,Rare,Grass,Victreebel (Energy Symbol Pattern),Reverse Holofoil,0.32,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Victreebel (Energy Symbol Pattern),False,False,False,False,False,False
Erika's Tangela - 007/217 (Energy Symbol Pattern),007/217,Common,Grass,Tangela - 007/217 (Energy Symbol Pattern),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Tangela - 007/217 (Energy Symbol Pattern),False,False,False,False,False,False
Chikorita (Energy Symbol Pattern),008/217,Common,Grass,Chikorita (Energy Symbol Pattern),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Chikorita (Energy Symbol Pattern),False,False,False,False,False,False
Bayleef (Energy Symbol Pattern),009/217,Uncommon,Grass,Bayleef (Energy Symbol Pattern),Reverse Holofoil,0.33,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Bayleef (Energy Symbol Pattern),False,False,False,False,False,False
Wurmple (Energy Symbol Pattern),011/217,Common,Grass,Wurmple (Energy Symbol Pattern),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Wurmple (Energy Symbol Pattern),False,False,False,False,False,False
Silcoon (Energy Symbol Pattern),012/217,Common,Grass,Silcoon (Energy Symbol Pattern),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Silcoon (Energy Symbol Pattern),False,False,False,False,False,False
Beautifly - 013/217 (Energy Symbol Pattern),013/217,Uncommon,Grass,Beautifly - 013/217 (Energy Symbol Pattern),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Beautifly - 013/217 (Energy Symbol Pattern),False,False,False,False,False,False
Cascoon (Energy Symbol Pattern),014/217,Common,Grass,Cascoon (Energy Symbol Pattern),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Cascoon (Energy Symbol Pattern),False,False,False,False,False,False
Dustox - 015/217 (Energy Symbol Pattern),015/217,Uncommon,Grass,Dustox - 015/217 (Energy Symbol Pattern),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Dustox - 015/217 (Energy Symbol Pattern),False,False,False,False,False,False
Budew - 016/217 (Energy Symbol Pattern),016/217,Common,Grass,Budew - 016/217 (Energy Symbol Pattern),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Budew - 016/217 (Energy Symbol Pattern),False,False,False,False,False,False
Grubbin (Energy Symbol Pattern),017/217,Common,Grass,Grubbin (Energy Symbol Pattern),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Grubbin (Energy Symbol Pattern),False,False,False,False,False,False
Team Rocket's Tarountula (Energy Symbol Pattern),018/217,Common,Grass,Tarountula (Energy Symbol Pattern),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Tarountula (Energy Symbol Pattern),False,False,False,False,False,False
Team Rocket's Spidops (Energy Symbol Pattern),019/217,Rare,Grass,Spidops (Energy Symbol Pattern),Reverse Holofoil,0.37,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Spidops (Energy Symbol Pattern),False,False,False,False,False,False
Charmander (Energy Symbol Pattern),020/217,Common,Fire,Charmander (Energy Symbol Pattern),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Charmander (Energy Symbol Pattern),False,False,False,False,False,False
Charmeleon (Energy Symbol Pattern),021/217,Uncommon,Fire,Charmeleon (Energy Symbol Pattern),Reverse Holofoil,0.54,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Charmeleon (Energy Symbol Pattern),False,False,False,False,False,False
Ethan's Slugma (Energy Symbol Pattern),023/217,Common,Fire,Slugma (Energy Symbol Pattern),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Slugma (Energy Symbol Pattern),False,False,False,False,False,False
Ethan's Magcargo - 024/217 (Energy Symbol Pattern),024/217,Rare,Fire,Magcargo - 024/217 (Energy Symbol Pattern),Reverse Holofoil,0.35,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Magcargo - 024/217 (Energy Symbol Pattern),False,False,False,False,False,False
Entei (Energy Symbol Pattern),025/217,Rare,Fire,Entei (Energy Symbol Pattern),Reverse Holofoil,0.38,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Entei (Energy Symbol Pattern),False,False,False,False,False,False
Numel - 027/217 (Energy Symbol Pattern),027/217,Common,Fire,Numel - 027/217 (Energy Symbol Pattern),Reverse Holofoil,0.15,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Numel - 027/217 (Energy Symbol Pattern),False,False,False,False,False,False
Camerupt (Energy Symbol Pattern),028/217,Uncommon,Fire,Camerupt (Energy Symbol Pattern),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Camerupt (Energy Symbol Pattern),False,False,False,False,False,False
Tepig (Energy Symbol Pattern),029/217,Common,Fire,Tepig (Energy Symbol Pattern),Reverse Holofoil,0.14,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Tepig (Energy Symbol Pattern),False,False,False,False,False,False
Pignite (Energy Symbol Pattern),030/217,Uncommon,Fire,Pignite (Energy Symbol Pattern),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Pignite (Energy Symbol Pattern),False,False,False,False,False,False
N's Darumaka (Energy Symbol Pattern),032/217,Common,Fire,Darumaka (Energy Symbol Pattern),Reverse Holofoil,0.38,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Darumaka (Energy Symbol Pattern),False,False,False,False,False,False
N's Darmanitan (Energy Symbol Pattern),033/217,Uncommon,Fire,Darmanitan (Energy Symbol Pattern),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Darmanitan (Energy Symbol Pattern),False,False,False,False,False,False
Salandit (Energy Symbol Pattern),034/217,Common,Fire,Salandit (Energy Symbol Pattern),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Salandit (Energy Symbol Pattern),False,False,False,False,False,False
Salazzle - 035/217 (Energy Symbol Pattern),035/217,Uncommon,Fire,Salazzle - 035/217 (Energy Symbol Pattern),Reverse Holofoil,0.26,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Salazzle - 035/217 (Energy Symbol Pattern),False,False,False,False,False,False
Scorbunny - 036/217 (Energy Symbol Pattern),036/217,Common,Fire,Scorbunny - 036/217 (Energy Symbol Pattern),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Scorbunny - 036/217 (Energy Symbol Pattern),False,False,False,False,False,False
Raboot (Energy Symbol Pattern),037/217,Common,Fire,Raboot (Energy Symbol Pattern),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Raboot (Energy Symbol Pattern),False,False,False,False,False,False
